id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,value_score
850517,3 Bedroom Duplex/ 2 Baths and 2 LR,254846,Brendan,Brooklyn,Bushwick,Entire home/apt,289,3,38,0.51,354,0.19854671280276817
850943,ARTIST TRENDY NYC LOFT,2843998,Julie,Brooklyn,Williamsburg,Entire home/apt,149,5,26,0.41,14,0.2460402684563758
851130,Nice Furnished Short Term in NY,4444170,Tiziana,Manhattan,Washington Heights,Shared room,100,1,31,0.4,364,0.434
851772,CHIC 1 BEDROOM IN MANHATTAN (UES),4445677,Ari,Manhattan,Upper East Side,Entire home/apt,166,1,15,0.19,188,0.1075301204819277
851784,Designer's spacious Manhattan apt.,4446767,Ks & Eli,Manhattan,Washington Heights,Entire home/apt,99,3,106,1.43,331,2.6018181818181816
852118,Spacious 3 Bedroom Prospect Brooklyn near subway,3259274,Hannah,Brooklyn,Crown Heights,Entire home/apt,150,2,37,0.58,230,0.3897333333333333
852632,Gowanis Urban Oasis,4451246,Raymond,Brooklyn,Gowanus,Shared room,44,2,155,2.11,325,10.955681818181818
852949,INCREDIBLY LOCATED GREENWICH/WEST VILLAGE APT.!,4453107,Sandi,Manhattan,Greenwich Village,Entire home/apt,195,2,12,0.18,90,0.07261538461538461
854521,"Room, Central Location, Priv. Entry",4463092,Samuel,Manhattan,Harlem,Private room,62,2,45,0.64,310,1.1903225806451614
855549,"Have the 1st floor of a two floor duplex,",213020,Robert,Manhattan,Upper West Side,Private room,88,1,100,1.41,98,2.7386363636363638
855919,Lovely Apt. in the heart of Harlem,4473860,Marina,Manhattan,Harlem,Entire home/apt,125,1,64,1.37,135,1.21344
856918,Large Room in Garden Duplex  ,4481005,Karen,Brooklyn,Park Slope,Private room,62,2,11,0.14,158,0.20225806451612904
857810,Heart of Williamsubrg 1 Bedroom,4487224,Tara,Brooklyn,Williamsburg,Entire home/apt,249,3,31,0.4,365,0.17429718875502007
858223,Entire flat west village,4431107,Ally,Manhattan,Chelsea,Entire home/apt,200,2,82,2.02,157,1.2382
858695,Very Large Private Room on quiet st,4494343,Douglas,Bronx,Mount Eden,Private room,30,2,291,3.69,208,45.493
859023,Charming Artist's Home in Brooklyn,1536441,Erica,Brooklyn,Gowanus,Entire home/apt,240,2,22,0.29,280,0.11825000000000001
859596,Quiet room w/ 2 beds +light near subway+ museums,4500999,Aaron,Manhattan,East Harlem,Private room,100,1,58,0.83,316,1.0614
860163,Manhattan Studio Apartment: 2 Adults $125,4504962,Judith,Manhattan,East Harlem,Entire home/apt,125,2,71,0.9,199,1.0792
860827,carriage house apartment,4524130,Claire,Brooklyn,Clinton Hill,Entire home/apt,170,1,315,4.03,275,9.320294117647059
864790,PEACEFUL SHARE BY CENTRAL PARK,4538664,Nicole,Manhattan,Upper West Side,Private room,125,4,77,0.99,326,1.2258399999999998
864981,Cozy Room in Charming Brownstone,1650330,Chandle,Brooklyn,Sunset Park,Private room,68,5,43,0.56,282,0.9864705882352941
865355,Spacious and Comfortable Room!,4543792,George,Manhattan,Harlem,Private room,90,7,35,0.48,312,0.5755555555555555
866890,Budget/diamond in heart of Harlem,4555996,Ben,Manhattan,Harlem,Private room,65,3,68,0.88,361,1.9667692307692306
867721,Comfortable Modern Room in Bed-Stuy,4509849,Ines,Brooklyn,Bedford-Stuyvesant,Private room,65,3,132,1.68,35,5.442461538461538
867769,Full Bedroom in Bed-Stuy,4509849,Ines,Brooklyn,Bedford-Stuyvesant,Private room,65,3,116,1.47,73,4.4079999999999995
873465,Cute & Comfortable One Bedroom,3588693,Maria,Brooklyn,Flatbush,Entire home/apt,115,2,20,0.25,282,0.21739130434782608
873701,"Chic, quiet 1BR with patio (steps from the subway)",699759,Becky,Brooklyn,Crown Heights,Entire home/apt,140,4,125,1.6,239,2.3214285714285716
874683,Spacious Bushwick Duplex Apartment,4617159,Alvin,Brooklyn,Bushwick,Private room,62,2,22,0.37,87,0.48612903225806453
874706,Fully Updated Modern 1 Bedroom Apartment,4616773,Joan,Brooklyn,Kensington,Entire home/apt,95,3,154,2.0,310,4.863157894736842
875567,Cozy West Village Studio Apartment,4622733,Marise,Manhattan,West Village,Entire home/apt,113,3,71,0.95,343,1.225221238938053
876565,Spacious Comfy Bedroom in Bed-Stuy,4509849,Ines,Brooklyn,Bedford-Stuyvesant,Private room,62,3,112,1.43,59,4.389677419354838
877135,Williamsburg 1br APT,4628887,Hoonju / Co Host: Jose,Brooklyn,Williamsburg,Entire home/apt,95,3,36,0.95,89,0.7389473684210527
880256,Beautiful Trendy 2br Harlem Apt.,4655169,Rochelle,Manhattan,Harlem,Entire home/apt,165,2,21,0.3,347,0.16545454545454547
880424,★Beautiful Home Away From Home★,3549531,Jeremy,Brooklyn,Prospect-Lefferts Gardens,Private room,60,1,109,1.52,2,4.578
882209,Gorgeous Williamsburg Apartment,3673451,Nikki,Brooklyn,Williamsburg,Private room,80,2,37,0.56,89,0.7215
882559,Private bedroom&bathroom in the heart of Manhattan,4670155,Idan,Manhattan,Hell's Kitchen,Private room,110,3,213,2.79,281,7.338818181818182
883209,World Travelers to Couchcrash in BK,4158086,Vivian,Brooklyn,Bedford-Stuyvesant,Shared room,50,3,15,0.2,365,0.36
883306,1  Bedroom in Clinton Hill Share,4310378,Autumn,Brooklyn,Clinton Hill,Private room,79,2,102,1.41,361,3.1116455696202534
883423,Clean and charming apartment  in Carroll Gardens,4313683,Antoinette,Brooklyn,Carroll Gardens,Entire home/apt,140,3,93,1.24,65,1.4880000000000002
883517,3 Bedroom Upper West Side Gem,4677362,Julie,Manhattan,Upper West Side,Entire home/apt,339,4,28,0.37,167,0.11315634218289085
886808,"Free Metrocard*, Safe & Affordable",4701443,Christina,Queens,Flushing,Private room,55,1,116,1.51,298,5.293818181818181
886833,"Private Suite, Free Metrocard*",4701443,Christina,Queens,Flushing,Entire home/apt,81,1,313,4.09,263,19.668765432098763
887129,Comfortable and Large Duplex with Private Terrace,3490818,Jon,Brooklyn,Williamsburg,Entire home/apt,191,3,156,2.08,21,2.5156020942408377
887292,2 Bedroom Bushwick Apartment,4704914,Robert,Brooklyn,Bushwick,Entire home/apt,139,3,106,1.42,248,1.8454676258992804
888583,Gorgeous Greenpoint Railroad,4282125,Caroline,Brooklyn,Greenpoint,Entire home/apt,120,2,27,0.35,280,0.30375
891117,Private Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,Private room,49,1,594,7.57,339,103.88938775510204
892704,Enjoy Brownstone Brooklyn!,4746193,Richelle & Neil,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,2,163,2.12,161,4.238
894015,Boldera: Your Home Away From Home,4622027,Damon And Kent,Brooklyn,Bedford-Stuyvesant,Entire home/apt,107,2,147,1.89,27,3.9703738317757002
894063,"Penthouse patio,city view,BIG bed",1803302,Lacey,Brooklyn,Williamsburg,Private room,98,3,78,1.01,268,1.5997959183673467
895386,NYC-THE BEST: Stay in Comfy Apt Manhattan-Harlem!,2265770,Jeanine,Manhattan,Harlem,Entire home/apt,170,5,86,1.13,29,1.0775294117647058
898669,Hip Modern West Village Apartment,4782600,Brian,Manhattan,West Village,Entire home/apt,150,3,90,1.17,184,1.3019999999999998
898861,"Private One Bedroom Suite, 45 min from City",3546135,Jeanette & Henry,Queens,Briarwood,Entire home/apt,63,3,104,1.35,256,3.8793650793650793
900383,Brooklyn-Bedstuy-Studio,4808242,Selam,Brooklyn,Bedford-Stuyvesant,Shared room,110,3,28,0.36,34,0.34618181818181815
903947,Beautiful Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,Private room,49,1,597,7.72,342,106.2416326530612
903972,Great Bedroom in Manhattan,4734398,Jj,Manhattan,Harlem,Private room,49,1,607,7.75,293,108.39285714285714
904060,Beautiful Modern apt in Brooklyn,4834187,Howard,Brooklyn,Clinton Hill,Entire home/apt,165,4,37,0.47,343,0.3296363636363636
905425,PAINTERS PARADISE / GREENPOINT,4843750,Painter,Brooklyn,Greenpoint,Entire home/apt,160,5,152,2.1,281,2.945
905947,CHIC ROOM IN BROOKLYN BROWNSTONE,4847926,Shelley,Brooklyn,Flatbush,Private room,38,3,66,0.93,283,3.352105263157895
906038,Central Pk West-Convenient 1 BR,4848828,Joy,Manhattan,Upper West Side,Entire home/apt,170,7,28,0.37,333,0.2256470588235294
906058,Columbia area room pvt bath & entry,4765670,Irene,Manhattan,Morningside Heights,Private room,105,2,233,3.01,294,8.898380952380952
907966,1 rm @ 3BR artist loft williamsburg,4864306,Joseph,Brooklyn,Greenpoint,Private room,50,2,30,0.42,249,0.8519999999999999
910976,Gorgeous PermaGO HOMES™ - FiDi - Room 2/2,4887492,Gershwyn,Manhattan,Financial District,Private room,160,3,24,0.31,352,0.1965
911092,Avenue A Apartment,4888892,Darina,Manhattan,East Village,Entire home/apt,145,2,157,2.03,221,3.280758620689655
915020,Garden Apartment in Park Slope,181756,Roslyn,Brooklyn,South Slope,Entire home/apt,150,3,136,1.8,301,2.5386666666666664
918049,Union Sq European Serene apt,4929807,Liz,Manhattan,Chelsea,Entire home/apt,250,3,48,0.66,217,0.31872
918239,Cozy bedroom in Artist Loft,4930847,Rachel,Brooklyn,Williamsburg,Private room,56,1,103,1.6,65,4.7821428571428575
918426,IDEAL AREA!Reviews! LARGE btfl room,4932354,Mitty,Brooklyn,Prospect Heights,Private room,70,7,73,0.94,212,2.023142857142857
919491,Park Slope LARGEST (private) SHARE IN PARK SLOPE,4938247,Kevin,Brooklyn,Park Slope,Private room,70,2,163,2.13,163,7.288428571428572
919830,1br in a 2br apartment in Chelsea (23/7),1895793,Eduardo,Manhattan,Chelsea,Private room,125,2,153,2.17,161,3.88008
919978,2bdrm + Patio/BackYard/Time Square/1st Floor,2230103,Time Square,Manhattan,Hell's Kitchen,Entire home/apt,399,2,287,3.69,284,3.373508771929824
920930,Backyard BBQ in Brooklyn Brownstone,4950369,Meryl,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,7,28,0.39,188,0.26841379310344826
921441,Artsy Bedroom/Office in WaHi,4954283,Michelle,Manhattan,Washington Heights,Private room,75,1,120,1.89,90,4.624
921585,Cosmopolitan Brownstone Sanctuary,4955205,Stelian & Deanna,Brooklyn,Bedford-Stuyvesant,Entire home/apt,280,3,68,0.89,280,0.459
921624,Rare Spacious Quiet Prime Williamsburg Duplex Loft,4955560,Emmanuel,Brooklyn,Williamsburg,Entire home/apt,220,4,22,0.3,8,0.13
923566,Sunlit Central Park Apartment,4967515,Cody,Manhattan,Upper West Side,Entire home/apt,200,6,22,0.28,354,0.1408
923979,"Private Studio Near JFK, LGA & Subway  Not A Bsmnt",4970027,Tzvi,Queens,Briarwood,Entire home/apt,77,1,78,1.02,168,2.046233766233766
924600,"Sunny, private room in Brooklyn!",4973668,Gloria,Brooklyn,Bedford-Stuyvesant,Private room,35,5,69,0.91,244,3.765428571428572
924658,"Bright, airy room share in Brooklyn",4973668,Gloria,Brooklyn,Bedford-Stuyvesant,Shared room,30,5,91,1.18,248,6.612666666666666
925075,Sunny Loft Style Apt-Great Location,4938485,Paul & Elena,Manhattan,Hell's Kitchen,Entire home/apt,140,3,25,0.33,157,0.2375
925240,Artist Loft - Union Square,4976428,Jonathan,Manhattan,East Village,Entire home/apt,295,7,92,1.23,316,0.695457627118644
925730,Large studio all to yourself,4980428,L,Manhattan,Chinatown,Entire home/apt,160,7,13,0.17,335,0.0950625
926337,Charm w/amazing city view by PS1,4260529,Harry,Queens,Long Island City,Private room,349,1,30,0.39,365,0.11948424068767909
927408,"Large Cozy Room #1, Landmark Home 1 block to PRATT",51038,Erica,Brooklyn,Clinton Hill,Private room,98,2,38,0.5,158,0.5816326530612245
927987,Bright Doorman One Bedroom on Upper East Side,755172,Meg,Manhattan,Upper East Side,Entire home/apt,230,3,20,0.26,282,0.10956521739130434
933861,Hell's Kitchen Hideaway - Private Entrance,5025046,Nick & Jim,Manhattan,Hell's Kitchen,Private room,85,2,100,1.31,63,2.7176470588235295
936218,Clean-Furnished Room Near The Apollo (W 125th St.),5052897,Anthony,Manhattan,Harlem,Private room,55,14,17,0.23,41,0.3801818181818182
938022,Private Bedroom in Williamsburg,1866827,Gregory,Brooklyn,Williamsburg,Private room,99,1,94,1.22,358,2.1078787878787875
939724,Stylish Room-Artist/Designers' Flat,1865527,Kayla,Brooklyn,Bedford-Stuyvesant,Private room,85,1,32,0.43,340,0.5383529411764706
940115,Cozy Studio in the Heart of Crown Heights,5067409,Ni,Brooklyn,Crown Heights,Entire home/apt,75,7,15,0.23,178,0.246
940116,Bright Room in Historic Brownstone,1650330,Chandle,Brooklyn,Sunset Park,Private room,53,5,39,0.52,282,1.1184905660377358
941179,Clean & Cozy Brooklyn 1 BR Gem  - Great location!,4085497,Michael,Brooklyn,Crown Heights,Entire home/apt,150,2,42,0.72,365,0.4816
941642,HELL'S KITCHEN STUDIO for 2 or 3,4888599,Rod,Manhattan,Hell's Kitchen,Entire home/apt,179,3,209,2.7,202,4.320111731843576
944040,Entire 1.5 Br Apt- Crown Heights - Franklin Ave,896918,Rusty,Brooklyn,Crown Heights,Entire home/apt,135,1,67,0.87,348,0.9280740740740742
944049,Beautiful 1BR in Prime West Village,1908073,Andrew,Manhattan,West Village,Entire home/apt,200,4,45,0.59,48,0.35775
944755,STUDIO APT 1. IN PROSPECT LEFFERTS GARDENS,3270460,William M.,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,100,5,117,1.61,73,3.0537000000000005
945297,East Village Gay Friendly Dbl Room,5074654,Seth,Manhattan,East Village,Private room,100,1,414,5.39,231,26.4546
951365,Bushwick/Ridgewood aprtmt w parking,2675998,Alice,Queens,Ridgewood,Entire home/apt,115,2,74,0.96,314,1.2612173913043478
951944,Quiet Studio in Prime SoHo,1408973,Dom,Manhattan,SoHo,Entire home/apt,235,3,73,0.94,44,0.6026382978723405
953275,Apartment For Your Holidays in NYC!,4460034,Alain,Manhattan,East Harlem,Entire home/apt,125,7,50,0.66,188,0.664
953951,West Village Large 1BR,4797813,Nicole,Manhattan,West Village,Entire home/apt,250,2,56,0.73,134,0.38752
955542,*Sunny Master BD* in Garden Duplex,4932354,Mitty,Brooklyn,Prospect Heights,Private room,97,7,13,0.17,204,0.1568041237113402
956412,Charming Bright 2BR apt- sleeps 6,588270,Dikla,Brooklyn,DUMBO,Entire home/apt,189,2,236,3.08,279,5.094603174603175
957002,Cozy PRIVATE Studio Apartment UWS and Jazz Tour.,5202854,Sabrina,Manhattan,Upper West Side,Entire home/apt,100,1,129,1.76,281,3.5603999999999996
957642,Large bedroom/Heart of Brooklyn,1354796,Natasha,Brooklyn,Prospect-Lefferts Gardens,Private room,49,5,114,1.49,323,5.793061224489796
959871,Bask in the light! Studio bedroom in Williamsburg,1822729,Derek,Brooklyn,Williamsburg,Private room,120,6,15,0.21,9,0.15125
959948,Designer Triplex Loft Soho/Greenwich Village,1229358,Lauren,Manhattan,SoHo,Entire home/apt,195,10,10,0.13,270,0.05794871794871794
960210,Brooklyn Fashionista 1Bdr Loft,1865527,Kayla,Brooklyn,Bedford-Stuyvesant,Private room,89,1,21,0.3,365,0.30674157303370786
962045,"Private Room & Coffee, only 3 blocks to Train",5239845,Deanna,Brooklyn,Bushwick,Private room,62,2,324,4.3,267,27.69677419354839
966104,Private room in large 2 bed room,5268970,Javier,Manhattan,East Village,Private room,75,3,51,0.7,127,1.1560000000000001
968848,"Cozy private room in 2 Bedroom, BK",5289072,Mark,Brooklyn,Prospect Heights,Private room,64,2,35,0.46,329,0.7984375
969463,Artsy Fashion Pad in the Heart of Williamsburg,1447988,Patrick And Erin,Brooklyn,Williamsburg,Entire home/apt,150,2,11,0.14,364,0.08360000000000001
971158,Sunny room with private bathroom,5286584,Liya,Manhattan,Harlem,Private room,100,2,53,0.7,350,0.9009999999999999
971247,Sunny Artist Live/Work Apartment,5308961,Larry,Manhattan,Upper West Side,Entire home/apt,190,3,159,2.09,244,2.5858421052631577
973535,"Garden Apt, 5 mins from LaGuardia",3179866,Gonzalo And Nora,Queens,East Elmhurst,Entire home/apt,99,3,158,2.08,322,4.915555555555556
975229,Prime East Village location w/backyard garden!,5333736,Timothy,Manhattan,East Village,Entire home/apt,159,4,65,0.85,1,0.7562893081761006
975250,Bushwick Duplex 2,3709510,Deacon,Brooklyn,Bushwick,Private room,70,1,18,0.32,146,0.33942857142857147
975965,Great Room in Lively East Village,2267153,John,Manhattan,East Village,Private room,91,5,395,5.16,1,26.738461538461543
975990,Brooklyn Heights Brownstone - Private Bdrm Avail.,5339881,Gerard,Brooklyn,Brooklyn Heights,Entire home/apt,325,1,11,0.19,363,0.04027692307692308
976167,Newly Furnished Beautiful & Quiet,5341060,Simo,Brooklyn,Fort Hamilton,Entire home/apt,149,4,33,0.46,313,0.3233557046979866
976242,Cozy East Village Haven,854208,Anna,Manhattan,East Village,Entire home/apt,200,10,35,0.46,51,0.2555
977870,Upper West Side Pied A Terre /NYC,5350359,Matthew,Manhattan,Upper West Side,Entire home/apt,169,2,61,0.8,59,0.6497041420118344
978062,West Village 1 BR Apartment,5186189,Betsy,Manhattan,West Village,Entire home/apt,249,3,10,0.3,5,0.05220883534136546
978386,"A GEM Garden Apt on Broadway & 42ST QUEENS, NY",5354308,Yiota,Queens,Astoria,Entire home/apt,85,2,260,3.44,254,13.581176470588234
978615,NICE ROOM IN ASTORIA NEAR MANHATTAN,5369117,Rosa,Queens,Astoria,Private room,81,2,183,2.45,326,7.794444444444444
980098,Quiet ST MARK'S PLACE ARTIST'S GEM,5364702,Lynn,Manhattan,East Village,Entire home/apt,199,2,54,0.72,322,0.46673366834170854
980561,"Beautiful, private, uptown studio",15742,Alix,Manhattan,Harlem,Entire home/apt,88,3,37,0.48,47,0.6222727272727272
986727,Manhattan's Best Deal!,5414067,Adrianne,Manhattan,East Harlem,Entire home/apt,165,3,281,3.68,177,7.970181818181818
987329,ROOM NEAR TIMES SQUARE MANHATTAN,5369117,Rosa,Queens,Astoria,Private room,78,4,70,1.64,348,2.369230769230769
989976,Three Bedroom NY Private Apartment,5435208,Rose,Queens,Flushing,Entire home/apt,160,3,96,1.29,298,1.374
990367,Colorful Manhattan - Harlem Apartment,5438325,Lauri,Manhattan,Harlem,Entire home/apt,170,5,25,0.34,177,0.19705882352941176
992508,"Next to Subway, Private bedroom",4714927,Elisa,Manhattan,East Harlem,Private room,65,2,57,0.78,251,1.560923076923077
992598,"Village Life, 2-Bedroom, East Village",2203885,Sascha,Manhattan,East Village,Private room,420,3,182,2.39,301,1.469
993040,YOUR HARLEM HOME AWAY FROM HOME!!! ,5454862,Barbara,Manhattan,Harlem,Entire home/apt,97,3,185,2.46,6,6.598969072164949
995187,"BIG & SUNNY, 1 STOP FROM MANHATTAN",2829145,Charlotta,Brooklyn,Fort Greene,Entire home/apt,275,4,81,1.07,310,0.609709090909091
995367,1BR Apt as featured in New York Mag,412783,Nick,Manhattan,Greenwich Village,Entire home/apt,334,11,14,0.24,238,0.051976047904191615
997404,Charming Apt. In Brooklyn Townhouse,5480570,Darnell And Allison,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,200,2.62,303,4.993103448275862
998423,Great space minutes from Manhattan!,2765234,Casey,Queens,Astoria,Private room,75,4,19,0.52,10,0.38506666666666667
999984,Greenwich Village Townhouse Apt,5468033,Linda,Manhattan,West Village,Entire home/apt,300,3,108,1.44,318,0.8784
1001147,Big Room with Bath in Bushwick! ,3363720,Kate,Brooklyn,Bushwick,Private room,50,3,92,1.22,171,4.0847999999999995
1001447,Comfy twin bed/Cosy apartment/East Harlem / Subway,214794,Pete & Marcos,Manhattan,East Harlem,Shared room,56,2,117,1.53,303,5.285892857142858
1002469,Comfortable Apt near Bloomingdales,5512719,Ellen,Manhattan,Upper East Side,Entire home/apt,191,2,66,0.94,347,0.6703664921465968
1003530,New York City - Upper West Side Apt,454250,Greta,Manhattan,Upper West Side,Private room,135,7,70,0.93,44,1.000740740740741
1003754,Chic  Park Slope Pied-à-terre,5520355,Finola,Brooklyn,South Slope,Entire home/apt,195,7,98,1.39,94,1.201128205128205
1005416,South Harlem Gem! 113th St & 8th Ave,5529633,Michael,Manhattan,Harlem,Shared room,75,1,43,0.61,9,0.9230666666666665
1005763,★Private Room Overlooking the Park★,450050,Yakov & Cynthia,Manhattan,Harlem,Private room,99,10,45,0.6,83,0.7272727272727273
1009883,"Modern, Carroll Garden Townhouse",329436,Jana,Brooklyn,Carroll Gardens,Entire home/apt,350,3,41,0.59,22,0.18625714285714284
1010785,Astoria awesome balcony apartment PARKING AVAILABL,3898812,Ahmed,Queens,Astoria,Entire home/apt,130,1,58,0.77,301,0.7896923076923077
1011449,Spacious and EASY access to all!,5563508,Nate,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,225,2,48,0.64,339,0.34986666666666666
